,Title,Location,Company,Salary
0,Data Scientist,"Nanuet, NY+1 location",Alldus,
1,Data Scientist,"New York, NY 10036",Pluto TV,
2,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
3,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
4,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
5,Analyst-Data Science,"New York, NY",Amex,
6,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
7,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
8,Data Scientist,"Corning, NY 14831",Corning,
9,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
10,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
11,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
12,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
13,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
14,newESG Data Scientist,"New York, NY",MSCI Inc,
15,Data Scientist,"Nanuet, NY+1 location",Alldus,
16,Data Scientist,"New York, NY 10036",Pluto TV,
17,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
18,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
19,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
20,Analyst-Data Science,"New York, NY",Amex,
21,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
22,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
23,Data Scientist,"Corning, NY 14831",Corning,
24,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
25,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
26,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
27,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
28,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
29,newESG Data Scientist,"New York, NY",MSCI Inc,
30,Data Scientist,"Nanuet, NY+1 location",Alldus,
31,Data Scientist,"New York, NY 10036",Pluto TV,
32,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
33,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
34,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
35,Analyst-Data Science,"New York, NY",Amex,
36,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
37,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
38,Data Scientist,"Corning, NY 14831",Corning,
39,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
40,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
41,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
42,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
43,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
44,newESG Data Scientist,"New York, NY",MSCI Inc,
45,Data Scientist,"Nanuet, NY+1 location",Alldus,
46,Data Scientist,"New York, NY 10036",Pluto TV,
47,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
48,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
49,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
50,Analyst-Data Science,"New York, NY",Amex,
51,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
52,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
53,Data Scientist,"Corning, NY 14831",Corning,
54,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
55,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
56,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
57,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
58,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
59,newESG Data Scientist,"New York, NY",MSCI Inc,
60,Data Scientist,"Nanuet, NY+1 location",Alldus,
61,Data Scientist,"New York, NY 10036",Pluto TV,
62,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
63,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
64,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
65,Analyst-Data Science,"New York, NY",Amex,
66,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
67,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
68,Data Scientist,"Corning, NY 14831",Corning,
69,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
70,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
71,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
72,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
73,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
74,newESG Data Scientist,"New York, NY",MSCI Inc,
75,Data Scientist,"Nanuet, NY+1 location",Alldus,
76,Data Scientist,"New York, NY 10036",Pluto TV,
77,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
78,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
79,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
80,Analyst-Data Science,"New York, NY",Amex,
81,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
82,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
83,Data Scientist,"Corning, NY 14831",Corning,
84,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
85,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
86,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
87,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
88,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
89,newESG Data Scientist,"New York, NY",MSCI Inc,
90,Data Scientist,"Nanuet, NY+1 location",Alldus,
91,Data Scientist,"New York, NY 10036",Pluto TV,
92,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
93,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
94,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
95,Analyst-Data Science,"New York, NY",Amex,
96,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
97,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
98,Data Scientist,"Corning, NY 14831",Corning,
99,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
100,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
101,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
102,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
103,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
104,newESG Data Scientist,"New York, NY",MSCI Inc,
105,Data Scientist,"Nanuet, NY+1 location",Alldus,
106,Data Scientist,"New York, NY 10036",Pluto TV,
107,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
108,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
109,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
110,Analyst-Data Science,"New York, NY",Amex,
111,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
112,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
113,Data Scientist,"Corning, NY 14831",Corning,
114,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
115,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
116,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
117,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
118,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
119,newESG Data Scientist,"New York, NY",MSCI Inc,
120,Data Scientist,"Nanuet, NY+1 location",Alldus,
121,Data Scientist,"New York, NY 10036",Pluto TV,
122,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
123,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
124,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
125,Analyst-Data Science,"New York, NY",Amex,
126,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
127,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
128,Data Scientist,"Corning, NY 14831",Corning,
129,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
130,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
131,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
132,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
133,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
134,newESG Data Scientist,"New York, NY",MSCI Inc,
135,Data Scientist,"Nanuet, NY+1 location",Alldus,
136,Data Scientist,"New York, NY 10036",Pluto TV,
137,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
138,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
139,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
140,Analyst-Data Science,"New York, NY",Amex,
141,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
142,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
143,Data Scientist,"Corning, NY 14831",Corning,
144,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
145,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
146,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
147,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
148,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
149,newESG Data Scientist,"New York, NY",MSCI Inc,
150,Data Scientist,"Nanuet, NY+1 location",Alldus,
151,Data Scientist,"New York, NY 10036",Pluto TV,
152,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
153,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
154,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
155,Analyst-Data Science,"New York, NY",Amex,
156,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
157,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
158,Data Scientist,"Corning, NY 14831",Corning,
159,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
160,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
161,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
162,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
163,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
164,newESG Data Scientist,"New York, NY",MSCI Inc,
165,Data Scientist,"Nanuet, NY+1 location",Alldus,
166,Data Scientist,"New York, NY 10036",Pluto TV,
167,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
168,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
169,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
170,Analyst-Data Science,"New York, NY",Amex,
171,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
172,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
173,Data Scientist,"Corning, NY 14831",Corning,
174,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
175,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
176,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
177,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
178,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
179,newESG Data Scientist,"New York, NY",MSCI Inc,
180,Data Scientist,"Nanuet, NY+1 location",Alldus,
181,Data Scientist,"New York, NY 10036",Pluto TV,
182,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
183,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
184,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
185,Analyst-Data Science,"New York, NY",Amex,
186,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
187,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
188,Data Scientist,"Corning, NY 14831",Corning,
189,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
190,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
191,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
192,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
193,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
194,newESG Data Scientist,"New York, NY",MSCI Inc,
195,Data Scientist,"Nanuet, NY+1 location",Alldus,
196,Data Scientist,"New York, NY 10036",Pluto TV,
197,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
198,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
199,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
200,Analyst-Data Science,"New York, NY",Amex,
201,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
202,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
203,Data Scientist,"Corning, NY 14831",Corning,
204,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
205,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
206,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
207,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
208,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
209,newESG Data Scientist,"New York, NY",MSCI Inc,
210,Data Scientist,"Nanuet, NY+1 location",Alldus,
211,Data Scientist,"New York, NY 10036",Pluto TV,
212,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
213,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
214,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
215,Analyst-Data Science,"New York, NY",Amex,
216,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
217,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
218,Data Scientist,"Corning, NY 14831",Corning,
219,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
220,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
221,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
222,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
223,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
224,newESG Data Scientist,"New York, NY",MSCI Inc,
225,Data Scientist,"Nanuet, NY+1 location",Alldus,
226,Data Scientist,"New York, NY 10036",Pluto TV,
227,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
228,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
229,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
230,Analyst-Data Science,"New York, NY",Amex,
231,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
232,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
233,Data Scientist,"Corning, NY 14831",Corning,
234,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
235,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
236,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
237,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
238,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
239,newESG Data Scientist,"New York, NY",MSCI Inc,
240,Data Scientist,"Nanuet, NY+1 location",Alldus,
241,Data Scientist,"New York, NY 10036",Pluto TV,
242,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
243,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
244,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
245,Analyst-Data Science,"New York, NY",Amex,
246,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
247,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
248,Data Scientist,"Corning, NY 14831",Corning,
249,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
250,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
251,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
252,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
253,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
254,newESG Data Scientist,"New York, NY",MSCI Inc,
255,Data Scientist,"Nanuet, NY+1 location",Alldus,
256,Data Scientist,"New York, NY 10036",Pluto TV,
257,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
258,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
259,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
260,Analyst-Data Science,"New York, NY",Amex,
261,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
262,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
263,Data Scientist,"Corning, NY 14831",Corning,
264,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
265,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
266,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
267,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
268,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
269,newESG Data Scientist,"New York, NY",MSCI Inc,
270,Data Scientist,"Nanuet, NY+1 location",Alldus,
271,Data Scientist,"New York, NY 10036",Pluto TV,
272,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
273,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
274,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
275,Analyst-Data Science,"New York, NY",Amex,
276,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
277,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
278,Data Scientist,"Corning, NY 14831",Corning,
279,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
280,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
281,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
282,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
283,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
284,newESG Data Scientist,"New York, NY",MSCI Inc,
285,Data Scientist,"Nanuet, NY+1 location",Alldus,
286,Data Scientist,"New York, NY 10036",Pluto TV,
287,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
288,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
289,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
290,Analyst-Data Science,"New York, NY",Amex,
291,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
292,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
293,Data Scientist,"Corning, NY 14831",Corning,
294,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
295,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
296,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
297,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
298,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
299,newESG Data Scientist,"New York, NY",MSCI Inc,
300,Data Scientist,"Nanuet, NY+1 location",Alldus,
301,Data Scientist,"New York, NY 10036",Pluto TV,
302,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
303,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
304,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
305,Analyst-Data Science,"New York, NY",Amex,
306,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
307,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
308,Data Scientist,"Corning, NY 14831",Corning,
309,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
310,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
311,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
312,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
313,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
314,newESG Data Scientist,"New York, NY",MSCI Inc,
315,Data Scientist,"Nanuet, NY+1 location",Alldus,
316,Data Scientist,"New York, NY 10036",Pluto TV,
317,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
318,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
319,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
320,Analyst-Data Science,"New York, NY",Amex,
321,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
322,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
323,Data Scientist,"Corning, NY 14831",Corning,
324,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
325,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
326,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
327,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
328,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
329,newESG Data Scientist,"New York, NY",MSCI Inc,
330,Data Scientist,"Nanuet, NY+1 location",Alldus,
331,Data Scientist,"New York, NY 10036",Pluto TV,
332,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
333,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
334,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
335,Analyst-Data Science,"New York, NY",Amex,
336,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
337,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
338,Data Scientist,"Corning, NY 14831",Corning,
339,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
340,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
341,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
342,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
343,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
344,newESG Data Scientist,"New York, NY",MSCI Inc,
345,Data Scientist,"Nanuet, NY+1 location",Alldus,
346,Data Scientist,"New York, NY 10036",Pluto TV,
347,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
348,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
349,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
350,Analyst-Data Science,"New York, NY",Amex,
351,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
352,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
353,Data Scientist,"Corning, NY 14831",Corning,
354,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
355,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
356,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
357,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
358,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
359,newESG Data Scientist,"New York, NY",MSCI Inc,
360,Data Scientist,"Nanuet, NY+1 location",Alldus,
361,Data Scientist,"New York, NY 10036",Pluto TV,
362,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
363,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
364,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
365,Analyst-Data Science,"New York, NY",Amex,
366,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
367,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
368,Data Scientist,"Corning, NY 14831",Corning,
369,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
370,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
371,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
372,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
373,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
374,newESG Data Scientist,"New York, NY",MSCI Inc,
375,Data Scientist,"Nanuet, NY+1 location",Alldus,
376,Data Scientist,"New York, NY 10036",Pluto TV,
377,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
378,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
